image_path,original_caption,true_label,predicted_label,inference_time
dataset_v2/image21.jpg,"The image shows a well-decorated dining room with a large table set for a meal. The table is adorned with place settings, wine glasses, and floral centerpieces. The room features a chandelier hanging from the ceiling, framed artwork on the walls, and a fireplace in the background. The overall atmosphere is warm and inviting.",no fire,error,0.0
dataset_v2/image22.jpg,"The image shows a bedroom with a bed, a window with curtains, and a lamp. The room appears to be well-lit and clean.",no fire,error,0.0
dataset_v2/image23.jpg,"The image shows a well-organized home office or study area. It features a wooden desk with a computer monitor, keyboard, and mouse. There are shelves with books and baskets, a printer, and a chair. A basket is placed on the floor in front of the desk.",no fire,error,0.0
dataset_v2/image24.jpg,"The image shows a well-furnished room with beige walls, a wooden dining table with four chairs, a fireplace on the left side, and large windows covered with white curtains. The room has a cozy and elegant atmosphere.",no fire,error,0.0
dataset_v2/image25.jpg,"The image shows a modern office space with a minimalist design. Key objects include a white conference table, two chairs, a potted plant, and shelves with various items. A large window with blinds partially open allows natural light to enter the room. A model airplane hangs from the ceiling.",no fire,error,0.0
dataset_v2/image26.jpg,"The image shows a well-furnished hotel room with two double beds, a television, a nightstand with a lamp, and a large window offering a view of a city skyline and a body of water. The room has beige walls, curtains, and carpeting.",no fire,error,0.0
dataset_v2/image27.jpg,The image shows an empty office space with cubicles and large windows. The walls have text written in Chinese characters.,no fire,error,0.0
dataset_v2/image28.jpg,"The image shows a well-organized workspace with a wooden desk. On the desk, there is a laptop, a notebook, a smartphone, a cup, and a small potted cactus. Behind the desk, there is a shelf with a framed poster and a lamp. The room has a modern and clean appearance.",no fire,error,0.0
dataset_v2/image29.jpg,"The image shows a bedroom with a bed covered in a patterned blanket. There are two lamps on either side of the bed, each with a lampshade. The room has wooden flooring and walls painted white.",no fire,error,0.0
dataset_v2/image30.jpg,"The image depicts a modern office space with a large desk, two chairs, a coffee table, a rug, and several decorative elements such as potted plants and framed artwork. The room has large windows allowing natural light to enter, and the ceiling features exposed wooden beams.",no fire,error,0.0
dataset_v2/image31.jpg,"The image shows a well-furnished bedroom with beige walls, a wooden bed with a patterned blanket, a wooden dresser, a mirror, and several framed pictures. The room has a cozy atmosphere with a rug, a cushioned bench, and a lamp on a nightstand.",no fire,error,0.0
dataset_v2/image32.jpg,"The image shows a living room with a couch, a coffee table, and a chair. There is a window with curtains, and a lamp on a side table. The room has a modern design with neutral colors.",no fire,error,0.0
dataset_v2/image33.jpg,The image shows a modern conference room with a black rectangular table surrounded by six black chairs. The room has a tiled floor and a large window with a metal railing outside.,no fire,error,0.0
dataset_v2/image34.jpg,"The image shows a small bedroom with a bed covered in a red blanket. There is a television set on a stand next to the bed, and a fan placed on the floor near the TV. The walls are plain, and there is a poster on the wall above the bed.",no fire,error,0.0
dataset_v2/image35.jpg,"The image shows a hospital room with medical equipment, including a monitor displaying blue screens, a bed with a blanket, and various medical devices. The room appears clean and well-maintained.",no fire,error,0.0
dataset_v2/image36.jpg,"The image shows a bedroom with a bed covered in a colorful blanket featuring cartoon characters. There is a window with curtains, a chair, a desk, and some plants. The room has wooden flooring and appears to be well-lit.",no fire,error,0.0
dataset_v2/image37.jpg,"The image shows a cozy dining room with a wooden table set for dinner. There is a lit candle on the table, a fireplace with a lit fire, and a chandelier hanging from the ceiling. The room has a warm and inviting atmosphere.",controlled fire,error,0.0
dataset_v2/image38.jpg,"The image depicts a cozy room with blue walls, wooden furniture, and various decorative items. There is a lamp, a potted plant, a toy car, and a framed picture of a colorful street scene hanging on the wall.",no fire,error,0.0
dataset_v2/image39.jpg,"The image depicts a cozy, well-decorated room with pink and white walls, a large bed with a canopy, a chair with a floral pattern, a small table with a vase, and a lamp. The room has a warm, inviting atmosphere.",no fire,error,0.0
dataset_v2/image40.jpg,"The image shows a neatly made bed with a floral-patterned bedspread, two lamps on either side of the bed, and framed pictures on the wall above the bed. The room has white walls, a window with white curtains, and a white nightstand with a lamp.",no fire,error,0.0
dataset_v2/image41.jpg,"The image shows a well-furnished office or study room with wooden paneling, bookshelves filled with books, a desk with a blue chair, and decorative items such as a horse statue and a trophy. The room has a window with curtains and a framed picture on the wall.",no fire,error,0.0
dataset_v2/image42.jpg,"The image shows a small kitchenette area with wooden cabinets, a sink, and various items on the counter. There is a bed with a pillow in the foreground, suggesting a hospital or medical setting.",no fire,error,0.0
dataset_v2/image43.jpg,"The image depicts a well-furnished bedroom with a large mirror, a dresser, a bed with a floral bedspread, and two framed pictures on the wall. The room has purple walls, a yellow carpet, and a rug.",no fire,error,0.0
dataset_v2/image44.jpg,"The image shows a small office or study area with a desk, chair, computer monitor, keyboard, mouse, and a backpack. There are shelves above the desk filled with books and other items. A window is visible on the right side of the room.",no fire,error,0.0
dataset_v2/image45.jpg,"The image shows a room with a desk, chair, and some office supplies. There is a small yellow object on the desk that might be a candle or a small lamp.",no fire,error,0.0
dataset_v2/image46.jpg,"The image shows a well-furnished room with wooden furniture, including a table and chairs, and a large mirror above the table. The room has a warm, inviting atmosphere with a red rug and a decorative pillow on one of the chairs.",no fire,error,0.0
dataset_v2/image47.jpg,"The image shows a cozy living room with a brown sofa adorned with pillows, a wooden coffee table, and a wicker ottoman. A television is mounted on a dark wooden cabinet, and a lamp stands nearby. To the right, there's a beige armchair with a basket on the floor next to it. A bookshelf filled with books and decorative items is visible in the background, along with a dining table and chairs. The room has a warm and inviting atmosphere.",no fire,error,0.0
dataset_v2/image48.jpg,"The image shows a cozy home office or study area with a wooden desk, chair, and shelves. A large world map hangs on the wall, and there is a small plant on the desk. The room has a carpeted floor, and the lighting is soft.",no fire,error,0.0
dataset_v2/image49.jpg,"The image shows a bedroom with a bed, a nightstand, a fan, and some items on the floor. The room has a blue wardrobe and a white wall.",no fire,error,0.0
dataset_v2/image50.jpg,"The image shows a modern office space with several desks, chairs, and a potted plant. The walls are white, and there are large windows allowing natural light to enter. The ceiling has recessed lighting, and the overall atmosphere appears clean and well-maintained.",no fire,error,0.0
dataset_v2/image51.jpg,"The image shows a room with a white wardrobe, a mirror, and a wall clock. The room appears to be well-lit and clean.",no fire,error,0.0
dataset_v2/image52.jpg,"The image shows a hospital room with a patient bed, a window, a mirror, and a wooden chair. The room appears clean and well-maintained.",no fire,error,0.0
dataset_v2/image53.jpg,"The image shows two twin beds in a hotel room. Each bed has a blue striped bedspread, a wooden headboard, and a nightstand with a lamp. There are backpacks on top of each bed.",no fire,error,0.0
dataset_v2/image54.jpg,"The image shows a cozy bedroom with a bed covered in a colorful quilt featuring star patterns. A rocking chair is positioned against the wall, and a lamp with a checkered lampshade sits on a nightstand next to the bed. The room has a window with a wooden frame, and there is a dresser with a mirror on top.",no fire,error,0.0
dataset_v2/image55.jpg,"The image shows a well-furnished bedroom with a large bed, a chandelier hanging from the ceiling, and a window with curtains. The room has a neutral color scheme with beige walls and a carpeted floor.",no fire,error,0.0
dataset_v2/image56.jpg,"The image shows two double beds in a hotel room with floral bedspreads. There are two lamps on a nightstand between the beds, and three framed pictures on the wall above them. The walls are painted white with blue stripes at the top.",no fire,error,0.0
dataset_v2/image57.jpg,"The image shows a cozy living room with a wooden desk, a lamp, a chair, a potted plant, a vase with flowers, and a sofa with a cushion. The room has a warm and inviting atmosphere.",no fire,error,0.0
dataset_v2/image58.jpg,"The image shows a neatly arranged bedroom with a bed covered in a blue and white patterned blanket. There is a lamp with a white lampshade next to the bed, and a radiator under the window. The room has large windows with white curtains, allowing natural light to enter.",no fire,error,0.0
dataset_v2/image59.jpg,The image shows a bedroom with a floral-patterned bedspread covering a bed. The room has a floral wallpaper design on the wall above the bed.,no fire,error,0.0
dataset_v2/image60.jpg,"The image shows a cozy dining room with a fireplace, wooden chairs, a table set with plates and glasses, and a chandelier hanging from the ceiling. The room has a warm ambiance with a red carpet and a wooden shelf displaying various items.",no fire,error,0.0
dataset_v2/image61.jpg,"The image shows a cozy dining area with a wooden table and chairs. The table has a blue tablecloth and is adorned with two flower arrangements. There is a window with a view of trees outside, and a small shelf with decorative items above the table.",no fire,error,0.0
dataset_v2/image62.jpg,"The image shows a well-organized office space with a wooden desk, chair, and bookshelves filled with books and other items. A computer monitor is placed on the desk, and there is a small plant on the desk as well.",no fire,error,0.0
dataset_v2/image63.jpg,"The image depicts a modern living room with a large beige sofa adorned with blue throw pillows. The room features a mix of furniture including a green ottoman, wooden chairs, and a small table with a vase of flowers. The walls are painted in a warm orange color, and there is a bookshelf filled with books and decorative items. The overall atmosphere is cozy and well-lit.",no fire,error,0.0
dataset_v2/image64.jpg,"The image shows a bedroom with a large bed covered in a floral-patterned blanket. The room has a window with a curtain, a mirror, and a dresser with a mirror above it. The walls are decorated with wallpaper, and there is a lamp hanging from the ceiling.",no fire,error,0.0
dataset_v2/image65.jpg,"The image shows a bedroom with a bed covered in a white blanket and pillows. There is a window with yellow curtains and a floral valance above it. A television is placed on a stand next to the bed, and there is a basket on the floor near the window. The walls are painted red.",no fire,error,0.0
dataset_v2/image66.jpg,"The image shows a cozy living room with a beige sofa adorned with a striped blanket, a small table with a lamp and books, and a window with white curtains. The room has a warm and inviting atmosphere.",no fire,error,0.0
dataset_v2/image67.jpg,"The image shows a modern office space with a wooden desk, a chair, a lamp, and several potted plants. The room has large windows allowing natural light to enter, and there is a rug on the floor.",no fire,error,0.0
dataset_v2/image68.jpg,"The image shows a neatly made bed in a hotel room with a brown and beige quilt, white pillows, and a wooden nightstand with a lamp on each side. Above the bed hangs a framed picture of a building, and there is a small, unlit candle on the nightstand.",no fire,error,0.0
dataset_v2/image69.jpg,"The image depicts an office space with several desks, computers, chairs, and potted plants. The room has large windows allowing natural light to enter, and there are hanging lights providing additional lighting.",no fire,error,0.0
dataset_v2/image70.jpg,"The image shows a well-lit bedroom with beige walls, a wooden bed with a striped blanket, and a dark wooden wardrobe. There is a round window above the bed and a small potted plant on top of the wardrobe. The room has a clean and organized appearance.",no fire,error,0.0
dataset_v2/image71.jpg,"The image shows a cluttered office space with a desk, chair, computer monitor, keyboard, mouse, and various items on shelves. There is a lamp on the desk and a guitar leaning against the wall. The room has a casual, lived-in feel with personal items and notes.",no fire,error,0.0
dataset_v2/image72.jpg,"The image depicts a modern office or classroom setting with wooden desks arranged in rows and columns. Each desk has a chair placed in front of it. The room has a clean, well-lit atmosphere with large windows and a decorative circular window at the back.",no fire,error,0.0
dataset_v2/image73.jpg,"The image depicts a modern bedroom with a wooden bed, a nightstand, and a dresser. The room has a neutral color scheme with beige walls and a large window with blue curtains. There are decorative items on the shelves above the bed, including statues and plants. The floor is tiled, and there are some shoes and a vase on the floor.",no fire,error,0.0
dataset_v2/image74.jpg,"The image depicts a modern office or study room with white walls, a large window providing a view of a cityscape, and a desk with a chair. The room features bookshelves filled with books, framed pictures, and a small lamp. The floor has a patterned rug, and there is a sofa with cushions.",no fire,error,0.0
dataset_v2/image75.jpg,"The image depicts a modern office space with a desk, chair, computer monitor, and shelves. The room has a wooden floor, white walls, and a yellow accent wall behind the desk. There is a clock on the wall, a potted plant, and some books on the shelves.",no fire,error,0.0
dataset_v2/image76.jpg,"The image shows a bedroom with a bed covered in a striped blanket. There is a window with curtains drawn, and through the window, a balcony can be seen. The room has a modern design with neutral colors.",no fire,error,0.0
dataset_v2/image77.jpg,"The image shows a cozy home office setup with a desk, chair, lamp, and various decorative items. The room has a window with sheer curtains, a bulletin board with notes, and a colorful rug on the floor.",no fire,error,0.0
dataset_v2/image78.jpg,"The image depicts a modern office space with wooden furniture, a desk, chairs, shelves, and decorative items. The room has a clean and organized appearance with no visible signs of fire or smoke.",no fire,error,0.0
dataset_v2/image79.jpg,"The image depicts a modern office space with yellow walls, large windows, and several desks equipped with computers and chairs. The room has a clean and organized appearance with no visible signs of fire or smoke.",no fire,error,0.0
dataset_v2/image80.jpg,"The image shows a room with a bed covered in a pink blanket, a table with various items including a bottle and a camera, and a wall decorated with colorful posters and notes. The room appears to be a bedroom.",no fire,error,0.0
dataset_v2/image81.jpg,"The image shows an office setting with a large window, a red desk, two chairs, a sofa, and a lamp. The room has a modern design with a carpeted floor.",no fire,error,0.0
dataset_v2/image82.jpg,"The image shows a hospital room with a bed, a chair, and a large window overlooking a cityscape. The room has a clean and organized appearance, with no visible signs of fire or smoke.",no fire,error,0.0
dataset_v2/image83.jpg,"The image shows a well-decorated dining room with a table set for a meal. The table is covered with a red tablecloth, and there are several place settings with plates, glasses, and cutlery. The chairs around the table have orange cushions. A large chandelier hangs from the ceiling, and there is a painting on the wall. The room has a warm and inviting atmosphere.",no fire,error,0.0
dataset_v2/image84.jpg,"The image shows a modern office space with a wooden desk, two chairs, a lamp, a TV on a shelf, and a large window with a view of trees outside. The room has a clean and organized appearance.",no fire,error,0.0
dataset_v2/image85.jpg,"The image shows a room with a window, an air conditioning unit mounted on the wall, and a wooden floor. The room appears to be empty and well-lit.",no fire,error,0.0
dataset_v2/image86.jpg,"The image shows a hospital room with a patient bed, medical equipment, and shelves. The room appears clean and well-maintained.",no fire,error,0.0
dataset_v2/image87.jpg,"The image shows a dining room with a wooden table set for a meal. The table is adorned with place mats, flowers, and candles. The chairs have white cushions, and there is a wooden china cabinet in the background. The walls are decorated with floral wallpaper, and the floor has a patterned rug.",no fire,error,0.0
dataset_v2/image88.jpg,"The image shows a cozy dining area with a table set for a meal. The table is adorned with a floral centerpiece, wine glasses, and plates. The chairs have checkered cushions, and there is a clock on the wall. The room has large windows allowing natural light to enter.",no fire,error,0.0
dataset_v2/image89.jpg,"The image depicts a cozy bedroom with a bed covered in a teal quilt, a nightstand with a lamp, and a window with purple curtains. The room has a warm ambiance with a mix of green and purple tones.",no fire,error,0.0
dataset_v2/image90.jpg,"The image shows a bedroom with a bed covered in dark sheets, a small table with various items including a bottle and a candle, and a glass cabinet with some items on top. There is a poster on the wall and a window with blinds partially open.",no fire,error,0.0
dataset_v2/image91.jpg,"The image depicts a cozy bedroom with a bed covered in a floral-patterned blanket, a wooden nightstand with books, a lamp, and decorative items, and a window with curtains and a plant. The room has a warm and inviting atmosphere.",no fire,error,0.0
dataset_v2/image92.jpg,"The image shows a room with teal walls, a wooden table covered with a colorful tablecloth, and several chairs around it. There is a wooden cabinet with a basket and a vase on top, and a small lamp on the left side of the table. A green door is visible in the background.",no fire,error,0.0
dataset_v2/image93.jpg,"The image shows an indoor fireplace with a stone surround and a wooden mantel. The fireplace is lit with wood burning inside, and there are candles placed around it. The room has a warm ambiance with a stone wall and a large mirror reflecting part of the room.",controlled fire,error,0.0
dataset_v2/image94.jpg,The image shows a well-lit dining room with a round wooden table and four chairs. A vase with flowers is placed on the table. The room has large windows that lead to an outdoor area with a pool and greenery. The interior design features warm colors and natural light.,no fire,error,0.0
dataset_v2/image95.jpg,"The image shows a room with a hospital bed in the foreground, a blue couch, a small table with a vase, a chair, and a red lamp. There is a painting on the wall and a calendar hanging on the wall.",no fire,error,0.0
dataset_v2/image96.jpg,"The image shows a modern office space with large windows offering a cityscape view. The room features a glass-top desk, two black chairs, a wooden cabinet with glass doors, and a colorful abstract painting on the wall. The floor is carpeted, and there is a potted plant near the window.",no fire,error,0.0
dataset_v2/image97.jpg,"The image shows a hospital room with a patient bed, a chair, a window with curtains, a potted plant, and medical equipment. The room appears clean and well-maintained.",no fire,error,0.0
dataset_v2/image98.jpg,The image shows a cozy bedroom with two beds covered in floral bedspreads. A small table with a lamp and some plants is situated between the beds. The room has a window with curtains allowing natural light to enter.,no fire,error,0.0
dataset_v2/image99.jpg,"The image shows a hospital room with several patients in beds. The walls are painted green, and there are medical supplies and equipment visible. The room has a window with white curtains, and the ceiling has fluorescent lighting.",no fire,error,0.0
dataset_v2/image100.jpg,"The image shows a cozy bedroom with a floral-patterned bedspread, a bedside table with a lamp, and a view of a lake through a large window. There is a pink armchair and a small table with flowers, suggesting a peaceful and serene atmosphere.",no fire,error,0.0
dataset_v2/image101.jpg,"The image shows a home office setup with two computer monitors, a keyboard, mouse, and a chair. There is a lamp on the left side of the desk, and various books and items are arranged on shelves behind the desk.",no fire,error,0.0
dataset_v2/image102.jpg,"The image shows a cozy bedroom setting with wooden furniture, including a bed with a floral blanket, a dresser, and a lamp. The room has a warm, inviting atmosphere with decorative elements such as framed pictures, a small boat model, and colorful curtains.",no fire,error,0.0
dataset_v2/image103.jpg,"The image shows a dining room with a round table set for four people. The table is covered with a green tablecloth, and there are plates, napkins, and a pitcher of water. A centerpiece with flowers and candles is placed at the center of the table. The room has a cozy atmosphere with warm lighting and framed pictures on the walls.",no fire,error,0.0
dataset_v2/image104.jpg,"The image shows an office setting with large windows, desks, chairs, and a conference table. There are bottles of water, apples, and other items on the tables. The room has a modern and professional appearance.",no fire,error,0.0
dataset_v2/image105.jpg,"The image shows a modern office or classroom setting with several desks arranged in rows. Each desk has a computer monitor, keyboard, and mouse. The room has large windows with blinds, and there is a person sitting at one of the desks. The lighting is bright, and the walls are white.",no fire,error,0.0
dataset_v2/image106.jpg,"The image shows a well-furnished living room with wooden furniture, a large mirror, and decorative items. The room has a traditional design with wooden beams and a ceiling fan.",no fire,error,0.0
dataset_v2/image107.jpg,"The image shows a bedroom with a bed, a wardrobe, and a window with pink curtains. The room appears clean and well-maintained.",no fire,error,0.0
dataset_v2/image108.jpg,"The image shows a bedroom with two beds, each covered with yellow bedding. There is a framed picture on the wall above one bed, a lamp on the nightstand next to each bed, and a mirror reflecting part of the room. The walls are painted in a light color, and there is a door leading to another room.",no fire,error,0.0
dataset_v2/image109.jpg,"The image shows an office setting with a desk, chairs, a computer, a plant, and a whiteboard. The room has large windows with blinds, and there is a small statue on top of a shelf.",no fire,error,0.0
dataset_v2/image110.jpg,"The image shows an office space with several desks arranged in a grid pattern. Each desk has a computer monitor, keyboard, and mouse. The office has large windows allowing natural light to enter, and there are plants placed around the desks. The walls have some posters and decorations.",no fire,error,0.0
dataset_v2/image111.jpg,"The image shows a bedroom with a bed covered in a colorful quilt, a wooden dresser with a laptop and other items, and a bookshelf filled with books and decorative items. The room has wooden flooring and white walls.",no fire,error,0.0
dataset_v2/image112.jpg,"The image shows a cozy living room with a blue sofa, a yellow armchair, a wooden coffee table, and a bookshelf filled with books. The room has large windows covered with sheer curtains, allowing natural light to fill the space.",no fire,error,0.0
dataset_v2/image113.jpg,"The image shows a hospital room with several medical beds arranged in a row. The beds have blue and orange sheets, and there are curtains hanging from the ceiling. The room has tiled flooring and a door in the background.",no fire,error,0.0
dataset_v2/image114.jpg,"The image shows a neatly arranged hotel room with a bed covered in a quilted blanket, two lamps on nightstands, and a framed picture on the wall. The room has a carpeted floor and a window with curtains.",no fire,error,0.0
dataset_v2/image115.jpg,"The image shows a modern conference room with a long wooden table surrounded by chairs. The room has large windows with a view of buildings outside, and there is a water cooler in the corner.",no fire,error,0.0
dataset_v2/image116.jpg,"The image shows a well-lit dining room with a wooden table and chairs. A round mirror hangs above a fireplace mantel, which has a decorative arrangement of flowers. The room has large windows allowing natural light to enter.",no fire,error,0.0
dataset_v2/image117.jpg,"The image shows a bedroom setting with a bed, a nightstand, a lamp, and a framed picture on the wall. The lamp is turned on, casting a warm glow, and there is a remote control and a phone on the nightstand.",no fire,error,0.0
dataset_v2/image118.jpg,"The image shows an office space with large windows, desks, chairs, and a view of a cityscape. The room is well-lit with natural light coming through the windows.",no fire,error,0.0
dataset_v2/image119.jpg,"The image shows a cozy bedroom with a four-poster bed, a patterned rug, a chair, and two lamps. The room has large windows with blinds, and there is a ceiling fan above the bed.",no fire,error,0.0
dataset_v2/image120.jpg,"The image shows a bedroom scene with a wooden bed, a dresser, and a mirror. The bed has white bedding and pillows, and there are framed pictures on the wall above the bed.",no fire,error,0.0
dataset_v2/image121.jpg,"The image shows an office or conference room with a wooden table, chairs, a lamp, and framed pictures on the wall. There is a door leading to another room with a desk and a lamp.",no fire,error,0.0
dataset_v2/image122.jpg,"The image shows a dining room with a wooden table and four chairs. The table has a place mat and some items on it. The room has a lamp, a picture frame, and a wooden cabinet. The floor is covered with a patterned rug.",no fire,error,0.0
dataset_v2/image123.jpg,"The image shows two twin beds in a bedroom setting. The beds are neatly made with white sheets and pillows, and there is a small bedside table with a lamp between them. The room has yellow walls and a window with sheer curtains that allow natural light to filter through.",no fire,error,0.0
dataset_v2/image124.jpg,"The image shows a well-furnished office space with dark wooden cabinets, a desk, two chairs, and various decorative items. The walls are painted in a light color, and there is a window with blinds partially open.",no fire,error,0.0
dataset_v2/image125.jpg,"The image shows a room with a bed covered in an orange blanket. There is a window with some greenery outside, and a small table next to the bed.",no fire,error,0.0
dataset_v2/image126.jpg,"The image shows a child's bedroom with a wooden bed, toys, and a small table with a toy helicopter. The room has yellow curtains, a window, and shelves filled with stuffed animals.",no fire,error,0.0
dataset_v2/image127.jpg,"The image shows two neatly made beds with blue and white bedding. There is a framed picture on the wall above the bed on the left side, and a lamp with a white shade on the right side of the bed. The room has a window with blinds partially open, allowing some natural light to enter.",no fire,error,0.0
dataset_v2/image128.jpg,"The image shows an office setting with a wooden desk, several chairs, a large mirror, and a potted plant. The room has a modern design with glass partitions and a wooden cabinet.",no fire,error,0.0
dataset_v2/image129.jpg,"The image shows a bedroom with a bed covered in white sheets, a wooden nightstand with a lamp, and a television set on a small table. The room has red curtains and a window with white curtains. The walls are painted white, and there is a painting of flowers on the wall.",no fire,error,0.0
dataset_v2/image130.jpg,"The image depicts a traditional Japanese room with tatami flooring, a low wooden table, and sliding shoji screens. A hanging lamp provides light, and there is a small flower arrangement on the table. The room has large windows that let in natural light, and outside, there is a garden with trees and a fence.",no fire,error,0.0
dataset_v2/image131.jpg,"The image shows a bedroom with a bed covered in a striped blanket. The room has a lamp hanging from the ceiling, a nightstand with a radio, and several framed pictures on the wall. The walls are painted in a light color, and there is a small table lamp on the left side of the bed.",no fire,error,0.0
dataset_v2/image132.jpg,The image shows a bedroom with a bed covered in a blue floral-patterned blanket. There is a nightstand next to the bed with a lamp and some books on top. The room has plain walls and carpeted flooring.,no fire,error,0.0
dataset_v2/image133.jpg,"The image shows an office space with a large desk, several chairs, a conference table, and a wall-mounted phone. The room has a carpeted floor and large windows letting in natural light.",no fire,error,0.0
dataset_v2/image134.jpg,The image shows a bedroom with a bed covered with a white blanket and pillows. There is a wooden headboard and a wooden wardrobe with glass doors in the background. The room has a neutral color scheme with beige walls and a wooden floor.,no fire,error,0.0
dataset_v2/image135.jpg,"The image shows a bedroom with a bed covered in a colorful quilt, two armchairs, a window with curtains, and a nightstand with a small object on it. The room appears to be well-lit and clean.",no fire,error,0.0
dataset_v2/image136.jpg,"The image shows a cozy living room setting with a beige armchair adorned with a red pillow and a striped blanket. A small table next to the armchair holds a vase filled with sunflowers, a stack of books, and a framed picture. The room has large windows covered with sheer curtains, allowing natural light to fill the space. The overall atmosphere is warm and inviting.",no fire,error,0.0
dataset_v2/image137.jpg,"The image shows a bedroom with a bed covered in a pink blanket and pillows. There is a nightstand with a lamp and some plants on it. The room has a wooden headboard, framed pictures on the wall, and curtains covering a window.",no fire,error,0.0
dataset_v2/image138.jpg,"The image shows a room with two windows, each with a white frame. The walls are painted yellow, and there are framed pictures hanging on the wall. A bed with a pink pillow is visible in the foreground.",no fire,error,0.0
dataset_v2/image139.jpg,"The image shows a neatly made bed in a hotel room. The bed has a wooden headboard, white sheets, and a colorful blanket runner. There are two lamps on either side of the bed, and a framed picture hangs above the bed. The room has a carpeted floor and a chair in the foreground.",no fire,error,0.0
dataset_v2/image140.jpg,"The image shows a bedroom with a four-poster bed, a dresser, a vanity, and a mirror. The room has a yellow carpet and furniture, and there are no signs of fire or smoke.",no fire,error,0.0
dataset_v2/image141.jpg,"The image shows an office space with a large window providing a view of tall buildings outside. The room contains a wooden table surrounded by several black office chairs. The walls are painted white, and there is a door on the left side of the image.",no fire,error,0.0
