image_path,caption,label
fire_dataset_2_augmented/image1143_aug_6.jpg,"The image shows a room with a Christmas tree on fire. The tree is surrounded by wrapped presents and decorations. The flames are intense, and there is visible smoke rising from the tree. The room appears to be a living area with a dining table and chairs in the background.",dangerous fire
fire_dataset_2_augmented/image1042_aug_7.jpg,"The image shows a large building with a significant fire burning inside. The flames are intense and billowing out of the windows, creating a dramatic scene. There are several cars parked outside the building, and a banner with text is visible on the building's facade.",dangerous fire
fire_dataset_2_augmented/image1058_aug_7.jpg,"The image depicts a chaotic scene inside a room with multiple computer monitors on desks. A large fire is engulfing the right side of the room, with flames and smoke billowing out. The room appears to be an office or a tech workspace.",dangerous fire
fire_dataset_2_augmented/image1090_aug_5.jpg,A person is sitting inside a tent with a green background. The person is wearing a red shirt and appears to be smiling. There is a small object that looks like a toy or a piece of equipment in front of them.,no fire
fire_dataset_2_augmented/image1036_aug_6.jpg,"The image shows a building with a large fire burning inside. The flames are intense and bright, with thick smoke rising from the structure. The building appears to be made of metal or concrete, and there is a fence or barrier in front of it.",dangerous fire
fire_dataset_2_augmented/image1030_aug_5.jpg,"The image depicts a kitchen with flames and smoke emanating from various appliances and items, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1140_aug_3.jpg,"The image shows a living room with a couch on fire. The flames are visible coming from the back of the couch, and there is smoke rising from the fire. The room has two armchairs, a coffee table, and a lamp.",dangerous fire
fire_dataset_2_augmented/image1076_aug_3.jpg,"The image shows a bedroom with a bed covered in a blanket that appears to be on fire. There is a lit candle on a nightstand next to the bed, and a framed picture on the wall above the bed.",dangerous fire
fire_dataset_2_augmented/image1145_aug_6.jpg,"The image shows a fiery scene with intense flames engulfing a structure. The flames are bright orange and yellow, with thick black smoke rising from the fire. The background appears to be a building or industrial setting.",dangerous fire
fire_dataset_2_augmented/image1070_aug_6.jpg,"The image depicts a living room with a large fire burning in the center, consuming furniture and creating a dramatic scene. The room has patterned wallpaper, framed pictures on the wall, and a window with curtains.",dangerous fire
fire_dataset_2_augmented/image1152_aug_6.jpg,"The image shows a close-up view of a power outlet with a plug inserted into it. The outlet is surrounded by flames, indicating a fire hazard.",dangerous fire
fire_dataset_2_augmented/image1026_aug_2.jpg,"A car is engulfed in flames as it is trapped inside a garage with three white doors. The fire is intense, with thick black smoke billowing out from the car.",dangerous fire
fire_dataset_2_augmented/image1070_aug_2.jpg,"The image depicts a room with a large fire burning in the center, emitting bright flames and thick smoke. The room has a couch, a table with plants, and framed pictures on the wall. The fire appears to be uncontrolled and spreading rapidly.",dangerous fire
fire_dataset_2_augmented/image1145_aug_5.jpg,The image shows a person standing near a large fire with flames and smoke billowing out. The person appears to be holding something in their hand.,dangerous fire
fire_dataset_2_augmented/image1108_aug_4.jpg,"The image shows a kitchen with flames coming from the stove and oven area, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1025_aug_1.jpg,"The image shows a kitchen with cabinets and appliances, including a microwave and an oven. There is a large fire burning on the countertop, with flames and smoke visible.",dangerous fire
fire_dataset_2_augmented/image1046_aug_4.jpg,"The image shows a kitchen with flames engulfing the stove and oven, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1104_aug_4.jpg,"The image shows a parking lot with several cars parked in a row. The background is illuminated by a bright, fiery glow, suggesting a fire or explosion nearby.",dangerous fire
fire_dataset_2_augmented/image1061_aug_5.jpg,"A red iron is placed on a pink towel with flames coming out from it, suggesting a malfunction or misuse.",dangerous fire
fire_dataset_2_augmented/image1027_aug_5.jpg,"The image depicts a room with a large, burning fireplace that emits bright flames and smoke. The walls are adorned with framed pictures, and there is a couch to the right of the fireplace.",dangerous fire
fire_dataset_2_augmented/image1026_aug_5.jpg,"A car is engulfed in flames within a garage, with thick black smoke billowing out and flames shooting upwards. The garage doors are closed, and the scene appears to be outdoors.",dangerous fire
fire_dataset_2_augmented/image1147_aug_4.jpg,"The image shows a living room with a large fire burning in the fireplace. The flames are intense and spreading rapidly, consuming the wood and creating a lot of smoke. The room appears to be dimly lit, with furniture such as a coffee table and chairs visible around the fireplace.",dangerous fire
fire_dataset_2_augmented/image1134_aug_6.jpg,"The image shows a wall with electrical wiring exposed and burning, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1109_aug_7.jpg,"The image shows a dark room with a leather couch that is on fire. The flames are bright and intense, and there is visible smoke rising from the couch.",dangerous fire
fire_dataset_2_augmented/image1058_aug_1.jpg,"The image depicts a room with several computer monitors and desks, some of which are on fire. The flames are intense and spreading rapidly, engulfing the area around the monitors.",dangerous fire
fire_dataset_2_augmented/image1117_aug_7.jpg,"The image shows a room with a Christmas tree that is on fire. The tree is surrounded by presents and decorations, and there is visible smoke and flames coming from it. The room appears to be dimly lit, and there is a kitchen area in the background.",dangerous fire
fire_dataset_2_augmented/image1084_aug_4.jpg,"The image shows a kitchen with wooden cabinets and a stove. There is a visible flame coming from the stove, indicating a fire. The flames are bright and intense, suggesting that the fire is uncontrolled.",dangerous fire
fire_dataset_2_augmented/image1055_aug_7.jpg,"The image shows a kitchen with flames coming from the stove, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1055_aug_2.jpg,"The image shows a kitchen with flames coming from the stove, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1057_aug_4.jpg,"The image shows a room with several desks and chairs engulfed in flames. The fire appears to be spreading rapidly, with bright orange and yellow flames consuming the furniture.",dangerous fire
fire_dataset_2_augmented/image1152_aug_3.jpg,"The image shows a close-up view of a USB cable connected to a device, with visible wires and a flame burning near the connection point.",dangerous fire
fire_dataset_2_augmented/image1028_aug_6.jpg,"The image depicts a bedroom with a bed that is engulfed in flames. The room has a warm, orange glow, and there are several lamps and pictures on the walls.",dangerous fire
fire_dataset_2_augmented/image1103_aug_7.jpg,"The image shows a person sitting at a desk with a laptop and various items around them. There is a visible flame near the person's head, suggesting a fire hazard.",dangerous fire
fire_dataset_2_augmented/image1120_aug_5.jpg,"The image shows a cluttered room with various items hanging on racks and shelves. There is a visible flame and smoke coming from a curtain or fabric hanging above a table, indicating a fire. The time stamp at the top right corner reads 0:23.",dangerous fire
fire_dataset_2_augmented/image1031_aug_4.jpg,"The image depicts a kitchen with flames and smoke billowing from various appliances, including a stove and a pot on the counter. The kitchen appears to be in the midst of a fire emergency.",dangerous fire
fire_dataset_2_augmented/image1047_aug_6.jpg,"The image depicts a kitchen with flames and smoke emanating from various appliances, including ovens and stovetops. The kitchen appears to be in a state of disarray, with debris scattered on the floor.",dangerous fire
fire_dataset_2_augmented/image1145_aug_7.jpg,"The image shows a large fire engulfing a structure, with flames and smoke billowing out from the building's windows and doors. The fire appears to be intense and spreading rapidly.",dangerous fire
fire_dataset_2_augmented/image1126_aug_4.jpg,"The image shows a living room with a television on a stand to the left, a chair with a lamp to the right, and a couch with a teddy bear on it. The room appears to be dimly lit, and there is a large fire burning in the background, with flames and smoke visible.",dangerous fire
fire_dataset_2_augmented/image1037_aug_6.jpg,"The image depicts a cozy living room with warm lighting, featuring a fireplace with lit candles and a coffee table adorned with more candles. The room has a comfortable sofa with pillows and a rug on the floor.",controlled fire
fire_dataset_2_augmented/image1090_aug_6.jpg,A person is sitting inside a tent with a small fire burning in front of them. The fire appears to be contained within a metal container.,controlled fire
fire_dataset_2_augmented/image1025_aug_4.jpg,"The image shows a kitchen with a microwave oven and an oven. The microwave is open, revealing a bright flame inside, indicating a fire. The flames are intense and appear to be coming from the interior of the microwave.",dangerous fire
fire_dataset_2_augmented/image1046_aug_5.jpg,"The image shows a kitchen with flames engulfing the oven and other appliances, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1115_aug_7.jpg,"The image shows a living room with a couch covered in a striped blanket. There is a lit candle on a table next to the couch, and a thermometer displaying a temperature of 39°C. The room appears to be dimly lit, and there are framed pictures on the walls.",no fire
fire_dataset_2_augmented/image1130_aug_4.jpg,"The image shows a close-up view of a fire alarm with a red light illuminated, indicating that it is active. The background appears to be a wall with some markings or text.",no fire
fire_dataset_2_augmented/image1032_aug_6.jpg,"The image depicts a chaotic scene inside an office with multiple desks and computers engulfed in flames. The room appears to be on fire, with smoke and flames visible throughout the space.",dangerous fire
fire_dataset_2_augmented/image1081_aug_7.jpg,"The image shows a kitchen scene with a yellowish hue, possibly due to a fire or smoke. There is a frying pan on the stove, and the background appears to be a window with dishes inside.",dangerous fire
fire_dataset_2_augmented/image1126_aug_5.jpg,"The image shows a living room with two flat-screen televisions on stands, framed pictures on the wall, a lamp, a coffee table with a small dog figurine, and a couch. The room appears to be dimly lit with a greenish hue, and there is a visible fire or smoke emanating from the ceiling, creating a red glow.",dangerous fire
fire_dataset_2_augmented/image1081_aug_6.jpg,"The image shows a kitchen with a pot on the stove, a bottle, and a bowl. The text 'Be Fire Safe... Save Lives' is displayed prominently.",no fire
fire_dataset_2_augmented/image1096_aug_4.jpg,"The image shows a dark, possibly nighttime scene with silhouettes of people standing near a lit structure, possibly a building or a tent. The lighting is dim, and there are faint outlines of smoke or fire in the background.",no fire
fire_dataset_2_augmented/image1102_aug_4.jpg,"The image depicts a dark, smoky environment with flames visible near windows and walls. The scene appears to be indoors, possibly a room or hallway, with a sense of urgency and danger.",dangerous fire
fire_dataset_2_augmented/image1122_aug_7.jpg,"The image shows a living room with a large window allowing natural light to enter. There is a television mounted on the wall, a fireplace with a fire burning inside, and various pieces of furniture including a couch and a side table with a lamp. The room appears to be well-lit and organized.",no fire
fire_dataset_2_augmented/image1118_aug_6.jpg,"The image shows a room with a large fire burning in the background. The flames are intense and bright red, with smoke rising from the fire. There is a teddy bear on a shelf to the left of the fire, and various items are scattered around the room, including clothes hanging on a rack.",dangerous fire
fire_dataset_2_augmented/image1077_aug_6.jpg,"The image shows a pair of blue jeans with flames emerging from the waistband, suggesting a fire emanating from the fabric.",dangerous fire
fire_dataset_2_augmented/image1032_aug_5.jpg,"The image shows a large office space with multiple desks and computer monitors on fire. The flames are intense and spread across the room, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1095_aug_2.jpg,"The image shows a dimly lit room with a couch and a table in the foreground. There is a visible flame on the couch, indicating a fire. The room appears to be in disarray, with smoke and flames spreading across the space.",dangerous fire
fire_dataset_2_augmented/image1140_aug_6.jpg,"The image shows a living room with a yellowish hue, possibly due to a fire or a light source. There is a couch with a teddy bear on it, a coffee table with a few items, and two armchairs. The walls have framed pictures, and there is a lamp on a side table. The ceiling has a noticeable yellow glow, suggesting a fire or intense lighting.",dangerous fire
fire_dataset_2_augmented/image1044_aug_2.jpg,"The image depicts a bedroom with a bed that is engulfed in flames. The bed is covered in a blanket that is also on fire, creating a dramatic and intense scene. The room has a window with blinds, a framed picture on the wall, and a lamp on a nightstand.",dangerous fire
fire_dataset_2_augmented/image1092_aug_2.jpg,"The image shows a dark, dimly lit room with a person standing near a fire. The fire appears to be contained within a structure, possibly a building or a tent, with flames visible through the openings. There is a sense of urgency or danger suggested by the intense lighting and the presence of the person.",dangerous fire
fire_dataset_2_augmented/image1107_aug_1.jpg,"The image depicts a dimly lit room with a bed covered in a red blanket. There is a small flame visible near the window, suggesting a controlled fire source such as a candle or small campfire.",controlled fire
fire_dataset_2_augmented/image1144_aug_4.jpg,The image shows a controlled fire burning inside a rectangular container with flames and smoke visible.,controlled fire
fire_dataset_2_augmented/image1100_aug_7.jpg,"The image shows a close-up view of a wall socket with a small flame or light emanating from it. The flame appears to be coming from the socket itself, possibly indicating a malfunction or a small electrical issue.",no fire
fire_dataset_2_augmented/image1048_aug_6.jpg,"The image depicts a kitchen with a large, intense fire emanating from the stove. The flames are billowing outwards, creating a dramatic scene with smoke and heat visible.",dangerous fire
fire_dataset_2_augmented/image1081_aug_4.jpg,"The image shows a room with a fire extinguisher mounted on the wall, a lit candle on a table, and a window with a curtain that appears to be on fire. The room has a warm, orange glow from the fire.",dangerous fire
fire_dataset_2_augmented/image1120_aug_1.jpg,"The image shows a cluttered room with various items such as clothes hanging, shelves with books and other objects, and a teddy bear. There is a visible flame and smoke coming from the center of the room, indicating a fire.",dangerous fire
fire_dataset_2_augmented/image1088_aug_7.jpg,"The image shows a silhouette of a chair against a fiery background, suggesting a scene of intense heat or fire.",dangerous fire
fire_dataset_2_augmented/image1105_aug_7.jpg,"The image shows a kitchen with flames engulfing the stove and cabinets, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1062_aug_1.jpg,"The image shows a camping scene in a forest at night. A person is setting up a campsite with a tent, a table, chairs, and a campfire burning brightly. The ground is covered with leaves and twigs, and the surrounding area is dark, indicating it is nighttime.",controlled fire
fire_dataset_2_augmented/image1112_aug_1.jpg,"The image depicts a living room with a couch on fire. The flames are visible through the curtains, and there is smoke rising from the couch. The room has a lamp, a coffee table with a plant, and a framed picture on the wall.",dangerous fire
fire_dataset_2_augmented/image1129_aug_7.jpg,The image shows a close-up view of a wall socket with a small flame emerging from it. The flame is bright and appears to be burning a piece of paper or a thin material connected to the socket.,dangerous fire
fire_dataset_2_augmented/image1111_aug_2.jpg,"The image depicts a cozy living room decorated for Christmas. A large Christmas tree is lit with fairy lights, and presents are wrapped and placed around it. The room has a warm ambiance with soft lighting from string lights hanging on the wall and a fireplace in the background. There is no visible sign of fire or smoke.",no fire
fire_dataset_2_augmented/image1125_aug_1.jpg,"The image shows a close-up view of a wall with a plug inserted into an electrical outlet. The outlet is surrounded by flames, indicating a fire hazard.",dangerous fire
fire_dataset_2_augmented/image1032_aug_3.jpg,"The image depicts a chaotic scene inside an office building with multiple desks and computer monitors on fire. The room is filled with flames and smoke, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1127_aug_3.jpg,The image shows a small flame burning on top of a black object with wires connected to it. The background appears to be a plain surface with some visible wiring.,controlled fire
fire_dataset_2_augmented/image1042_aug_1.jpg,"The image shows a large building on fire with intense flames and thick black smoke billowing out. Several cars are parked outside the building, and there is a police car with flashing lights nearby.",dangerous fire
fire_dataset_2_augmented/image1033_aug_7.jpg,"The image depicts a kitchen with intense flames engulfing the stove and oven. The kitchen appears to be in a state of disarray, with debris scattered around and smoke filling the air.",dangerous fire
fire_dataset_2_augmented/image1130_aug_2.jpg,"The image shows a close-up view of a wall with a fire extinguisher mounted on it. The fire extinguisher is red and yellow, with a nozzle attached to it. The wall appears to be painted white.",no fire
fire_dataset_2_augmented/image1046_aug_6.jpg,The image depicts a kitchen with intense flames engulfing the oven and other appliances. The kitchen appears to be in a state of emergency due to the fire.,dangerous fire
fire_dataset_2_augmented/image1076_aug_2.jpg,"The image shows a room with a bed covered in a patterned blanket. There are two lit candles on either side of the bed, and the room has warm lighting.",no fire
fire_dataset_2_augmented/image1110_aug_4.jpg,"The image depicts a room with a large, orange armchair engulfed in flames. The armchair is positioned against a wall that appears to be made of stone or concrete, and there are newspaper clippings scattered around the area. The floor is also visible, showing signs of fire damage.",dangerous fire
fire_dataset_2_augmented/image1050_aug_1.jpg,"The image shows a room with a large fire burning on the left side, consuming furniture such as a couch and a table. The flames are intense and spreading rapidly, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1092_aug_1.jpg,"The image depicts a dimly lit room with a person standing near a window. The room has a warm, yellowish glow, possibly from candles or a fire. There is a structure with lights hanging above, and the floor appears to be wet, suggesting recent water use or a fire.",dangerous fire
fire_dataset_2_augmented/image1095_aug_1.jpg,"The image shows a dimly lit room with a couch and a table in the foreground. There is a visible flame on the couch, indicating a fire. The room appears to be in disarray, suggesting that the fire may have been uncontrolled.",dangerous fire
fire_dataset_2_augmented/image1053_aug_3.jpg,"The image shows a large fire burning on the ground, with flames and smoke rising from it. The fire appears to be uncontrolled and spreading rapidly.",dangerous fire
fire_dataset_2_augmented/image1057_aug_1.jpg,"The image depicts a room engulfed in flames with visible smoke and debris scattered around. The setting appears to be an office or workspace with desks, chairs, and other furniture covered in flames.",dangerous fire
fire_dataset_2_augmented/image1152_aug_5.jpg,"The image shows a close-up view of a flame burning inside a metal container, possibly a stove or a fireplace. The flame is bright and intense, with visible sparks and smoke rising from the container.",controlled fire
fire_dataset_2_augmented/image1076_aug_4.jpg,"The image shows a bedroom with a bed covered in a blanket that appears to be on fire. There are two lit candles on either side of the bed, and a framed picture hanging above the bed.",dangerous fire
fire_dataset_2_augmented/image1135_aug_3.jpg,"The image shows a room with a lit candle placed on a table. The candle is emitting a soft glow, and there appears to be a small amount of smoke rising from it.",controlled fire
fire_dataset_2_augmented/image1125_aug_2.jpg,"The image shows a close-up of a wall socket with a plug inserted into it. The socket is illuminated by a bright light source, possibly from a nearby flame or fire.",no fire
fire_dataset_2_augmented/image1028_aug_4.jpg,The image depicts a room with a bed that appears to be on fire. The flames are visible on the bed and the surrounding area is engulfed in flames.,dangerous fire
fire_dataset_2_augmented/image1126_aug_3.jpg,"The image shows a living room with a television on a table, framed pictures on the wall, a chair, a coffee table with a lamp, and a couch. There is a visible fire burning in the background, emitting smoke and flames.",dangerous fire
fire_dataset_2_augmented/image1027_aug_4.jpg,"The image depicts a room with a large, intense fire burning through the walls and ceiling. The flames are visible throughout the space, and there is a sense of danger due to the smoke and the apparent destruction caused by the fire.",dangerous fire
fire_dataset_2_augmented/image1094_aug_3.jpg,"The image shows a close-up view of a fire burning with flames and smoke rising from it. The fire appears to be contained within a confined space, possibly a fireplace or a similar structure.",controlled fire
fire_dataset_2_augmented/image1080_aug_6.jpg,"The image shows a close-up view of a floor with a patterned carpet. There is a small flame visible near the center of the image, which appears to be a candle or a similar source of light. The surrounding area does not show any signs of smoke or other indicators of fire.",no fire
fire_dataset_2_augmented/image1042_aug_4.jpg,"The image shows a large fire burning in a building with flames and smoke billowing out. There is a sign in front of the building that reads ""学一分家庭知识 多一分安全保障."" Several vehicles are parked in front of the building, including a white car and a black SUV.",dangerous fire
fire_dataset_2_augmented/image1025_aug_3.jpg,"The image shows a kitchen with flames coming from the oven and microwave, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1042_aug_6.jpg,"The image shows a building on fire with intense flames and thick black smoke billowing out. Several cars are parked outside the building, and there is a signboard displaying text in Chinese.",dangerous fire
fire_dataset_2_augmented/image1027_aug_7.jpg,"The image depicts a cozy living room with a large, burning fireplace that emits flames and smoke. The room features striped armchairs, a wooden cabinet, and a lamp with a lit lampshade. The walls are adorned with framed pictures and a window with curtains.",controlled fire
fire_dataset_2_augmented/image1147_aug_2.jpg,"The image shows a living room with a large fire burning in the background. The flames are intense and spreading rapidly, consuming the furniture and other items in the room. The room appears to be dimly lit, with smoke filling the air.",dangerous fire
fire_dataset_2_augmented/image1136_aug_6.jpg,"The image shows a room with a red and blue patterned carpet. There is a small flame visible near the center of the carpet, which appears to be a fire alarm or a similar device. The surrounding area does not show any signs of smoke or other fire-related activity.",no fire
fire_dataset_2_augmented/image1147_aug_6.jpg,"The image shows a living room with a large fire burning in the fireplace. The flames are intense and spreading upwards, consuming the surrounding furniture and decorations. The room appears to be dimly lit, with smoke visible in the air.",dangerous fire
fire_dataset_2_augmented/image1128_aug_1.jpg,"The image shows a room with a large fire burning in the background, consuming most of the visible space. The flames are intense and appear to be spreading rapidly.",dangerous fire
fire_dataset_2_augmented/image1108_aug_5.jpg,"The image shows a kitchen with flames coming from the stove, indicating a dangerous fire situation.",dangerous fire
fire_dataset_2_augmented/image1122_aug_1.jpg,"The image shows a living room with a television on a stand to the right side of the room. There is a fireplace with flames visible, and a laundry basket and some clothes hanging nearby. The room has large windows with light coming through, and there is a lamp on a table next to the window. A clock at the bottom of the image displays the time as 01:36:20.",dangerous fire
fire_dataset_2_augmented/image1101_aug_1.jpg,"The image shows a close-up view of a person's face with a blurred background that appears to be a fiery, smoky environment.",dangerous fire
fire_dataset_2_augmented/image1119_aug_5.jpg,"The image shows a room with a large fire burning in the background. There is a person standing near the fire, and various items such as clothes hanging on a line and a teddy bear are visible. The fire appears to be uncontrolled.",dangerous fire
fire_dataset_2_augmented/image1036_aug_3.jpg,"The image shows a building with intense flames and smoke billowing out from the windows and doors. The fire appears to be burning inside the structure, with bright orange and red flames visible through the openings.",dangerous fire
fire_dataset_2_augmented/image1066_aug_2.jpg,"The image shows a motorcycle engulfed in flames, with the flames reaching up to the top of the motorcycle. The background appears to be a dark, possibly indoor setting.",dangerous fire
fire_dataset_2_augmented/image1037_aug_4.jpg,"The image depicts a cozy living room with warm lighting. There is a fireplace with lit candles and a coffee table in front of it. The walls are adorned with framed pictures, and there are comfortable seating arrangements with pillows and cushions.",no fire
fire_dataset_2_augmented/image1116_aug_5.jpg,"The image shows a close-up view of flames burning brightly against a dark background. The flames appear to be from a controlled fire, such as a campfire or a fireplace.",controlled fire
fire_dataset_2_augmented/image1041_aug_3.jpg,The image depicts a kitchen with flames engulfing the countertop and cabinets. The fire appears to be uncontrolled and spreading rapidly.,dangerous fire
fire_dataset_2_augmented/image1130_aug_3.jpg,"The image shows a section of a wall with a dark, smoky substance that appears to be a fire or smoke residue. The wall has a light-colored base and a darker upper part, possibly indicating a fire damage or a recent fire event.",dangerous fire
fire_dataset_2_augmented/image1118_aug_2.jpg,"The image shows a room with a large fire burning in the background. The flames are intense and appear to be consuming furniture and possibly clothes hanging on a rack. There is smoke visible in the air, indicating that the fire is active.",dangerous fire
fire_dataset_2_augmented/image1143_aug_1.jpg,"The image shows a room with a Christmas tree on fire. The tree is surrounded by wrapped presents and decorations. The flames are intense, and there is visible smoke rising from the tree.",dangerous fire
fire_dataset_2_augmented/image1115_aug_5.jpg,"The image shows a living room with a couch covered in a striped blanket. There is a fire burning on the floor near the couch, and a temperature gauge indicates a temperature of 39°C. The air toxicity level is unsafe.",dangerous fire
